species,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,207,84.49,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-223, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",220,89.8,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,206,84.08,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",220,89.8,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-590, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-460, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",220,89.8,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",202,82.45,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737, Mir-934"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,207,84.49,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-624, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",202,82.45,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-374, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",222,90.61,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-242, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Homosapiens,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",222,90.61,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-242, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Hyalellaazteca,Pancrustacea,33,62.26,"Mir-124, Mir-137, Mir-22, Mir-242, Mir-275, Mir-3, Mir-315, Mir-36, Mir-375",44,83.02,"Iab-4, Mir-1175, Mir-1993, Mir-2001, Mir-216, Mir-2765, Mir-278, Mir-282, Mir-316, Mir-33, Mir-965"
Hyalommaasiaticum,Chelicerata,46,90.2,"Mir-1993, Mir-216, Mir-242, Mir-36",47,92.16,Mir-5735
Hydraeciamicacea,Lepidoptera,45,67.16,"Mir-242, Mir-3049, Mir-957, Mir-999",63,94.03,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-71, Mir-932, Mir-965, Mir-970, Mir-988"
Hydraeciamicacea,Lepidoptera,46,68.66,"Mir-12, Mir-3049, Mir-375",64,95.52,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988, Mir-999"
Hydravulgaris,Cnidaria,3,100.0,,3,100.0,
Hydravulgaris,Cnidaria,3,100.0,,3,100.0,
Hydriomenafurcata,Lepidoptera,45,67.16,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-306, Mir-375, Mir-92, Mir-932, Mir-957, Mir-970, Mir-988"
Hydriomenafurcata,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-36, Mir-375, Mir-92, Mir-932, Mir-970, Mir-988"
Hydropsychetenuis,Endopterygota,43,67.19,"Mir-153, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-33, Mir-36, Mir-989",56,87.5,"Mir-1000, Mir-12, Mir-14, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-316, Mir-965, Mir-970, Mir-971"
Hylaeafasciaria,Lepidoptera,42,62.69,"Mir-12, Mir-124, Mir-14, Mir-153, Mir-219, Mir-242, Mir-2765, Mir-29, Mir-3049, Mir-315, Mir-317, Mir-36, Mir-965",54,80.6,"Mir-1000, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-277, Mir-306, Mir-929, Mir-932, Mir-957, Mir-970, Mir-999"
Hylaeafasciaria,Lepidoptera,48,71.64,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36",59,88.06,"Mir-1000, Mir-14, Mir-193, Mir-2001, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-970, Mir-999"
Hyleseuphorbiae,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-932, Mir-965, Mir-970"
Hyleseuphorbiae,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-219, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",57,85.07,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-242, Mir-2765, Mir-932, Mir-965, Mir-970"
Hylesvespertilio,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957, Mir-988, Mir-999",56,83.58,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-22, Mir-2765, Mir-932, Mir-965, Mir-970"
Hylobatesmoloch,Catarrhini,197,80.41,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2355, Mir-2387, Mir-242, Mir-2483, Mir-3146, Mir-325, Mir-350, Mir-3617, Mir-384, Mir-4541, Mir-4677, Mir-550, Mir-576, Mir-577, Mir-579, Mir-605, Mir-624, Mir-672, Mir-722, Mir-737, Mir-944"
Hylobatesmoloch,Catarrhini,197,80.41,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2355, Mir-2387, Mir-242, Mir-2483, Mir-3146, Mir-325, Mir-350, Mir-3617, Mir-384, Mir-4541, Mir-4677, Mir-550, Mir-576, Mir-577, Mir-579, Mir-605, Mir-624, Mir-672, Mir-722, Mir-737, Mir-944"
Hylobatespileatus,Catarrhini,195,79.59,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-456, Mir-458, Mir-550, Mir-71, Mir-7147, Mir-725, Mir-726, Mir-737, Mir-76",220,89.8,"Mir-1329, Mir-1379, Mir-1416, Mir-2114, Mir-2355, Mir-2387, Mir-242, Mir-2483, Mir-3145, Mir-3146, Mir-325, Mir-3617, Mir-384, Mir-4541, Mir-460, Mir-4677, Mir-576, Mir-577, Mir-579, Mir-605, Mir-624, Mir-672, Mir-722, Mir-727, Mir-944"
Hypenaproboscidalis,Lepidoptera,48,71.64,"Mir-12, Mir-219, Mir-3049, Mir-315, Mir-375",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Hypenaproboscidalis,Lepidoptera,46,68.66,"Mir-12, Mir-14, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-999",59,88.06,"Mir-1000, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-2765, Mir-306, Mir-71, Mir-932, Mir-957, Mir-970, Mir-988"
Hypsibiusexemplaris,Ecdysozoa,10,22.22,"Let-7, Mir-10, Mir-12, Mir-153, Mir-184, Mir-190, Mir-193, Mir-1993, Mir-216, Mir-219, Mir-22, Mir-242, Mir-252, Mir-278, Mir-29, Mir-305, Mir-31, Mir-315, Mir-317, Mir-36, Mir-375, Mir-67, Mir-71, Mir-92",21,46.67,"Bantam, Mir-1175, Mir-137, Mir-2001, Mir-210, Mir-277, Mir-76, Mir-8, Mir-87, Mir-9, Mir-96"
Hypsopygiacostalis,Lepidoptera,51,76.12,"Mir-242, Mir-3049, Mir-36",64,95.52,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Hypsopygiacostalis,Lepidoptera,50,74.63,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36",62,92.54,"Mir-1000, Mir-124, Mir-14, Mir-153, Mir-1993, Mir-2765, Mir-282, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Ichneumonxanthorius,Endopterygota,41,64.06,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-281, Mir-29, Mir-36, Mir-965, Mir-970",55,85.94,"Mir-1000, Mir-124, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-971, Mir-989"
Ichneumonxanthorius,Endopterygota,43,67.19,"Mir-153, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-970",58,90.62,"Mir-1000, Mir-124, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Idaeaaversata,Lepidoptera,47,70.15,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-36",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-2001, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-929, Mir-932, Mir-957, Mir-970, Mir-999"
Idaeaaversata,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-3049, Mir-36, Mir-957",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-22, Mir-242, Mir-2765, Mir-306, Mir-315, Mir-375, Mir-929, Mir-932, Mir-970, Mir-999"
Iphiclidespodalirius,Lepidoptera,46,68.66,"Mir-219, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-67, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-932, Mir-970, Mir-971"
Ixodespersulcatus,Chelicerata,47,92.16,Mir-242,50,98.04,"Mir-193, Mir-276, Mir-5735"
Ixodesscapularis,Chelicerata,48,94.12,Mir-242,50,98.04,"Mir-193, Mir-5735"
